sgg_cd,apt_seq,exclu_use_ar,area_status,kapt_code,kapt_area,households,group_id,group_label,group_areas,apt_nm
11200,11200-3141,152.1556,면적 매칭,A10026988,152.1556,52,152.1556,152,152.1556,트리마제
11200,11200-3143,59.59,면적 매칭,A10026748,59.59,82,59.59,60,59.59|59.77|59.78|59.88|59.91,옥수파크힐스117동~125동
11200,11200-3143,59.77,면적 매칭,A10026748,59.77,80,59.59,60,59.59|59.77|59.78|59.88|59.91,옥수파크힐스117동~125동
11200,11200-3143,59.78,면적 매칭,A10026748,59.78,253,59.59,60,59.59|59.77|59.78|59.88|59.91,옥수파크힐스117동~125동
11200,11200-3143,59.91,면적 매칭,A10026748,59.91,163,59.59,60,59.59|59.77|59.78|59.88|59.91,옥수파크힐스117동~125동
11200,11200-3143,84.3,면적 매칭,A10026748,84.3,365,84.3,84,84.3|84.51|84.64|84.92|84.96,옥수파크힐스117동~125동
11200,11200-3143,84.92,면적 매칭,A10026748,84.92,90,84.3,84,84.3|84.51|84.64|84.92|84.96,옥수파크힐스117동~125동
11200,11200-3144,51.91,면적 매칭,A10026900,51.91,18,51.91,52,51.91|51.94,왕십리자이
11200,11200-3144,51.94,면적 매칭,A10026900,51.94,34,51.91,52,51.91|51.94,왕십리자이
11200,11200-3144,59.99,면적 매칭,A10026900,59.99,384,59.99,60,59.99,왕십리자이
11200,11200-3144,84.99,면적 매칭,A10026900,84.99,151,84.99,85,84.99,왕십리자이
11200,11200-3155,60.4,K-apt 면적정보 없음,,,,60.4,60,60.4,우성에비뉴
11200,11200-3155,62.13,K-apt 면적정보 없음,,,,62.13,62,62.13,우성에비뉴
11200,11200-3155,70.88,K-apt 면적정보 없음,,,,70.88,71,70.88,우성에비뉴
11200,11200-3158,59.96,면적 매칭,A10026470,59.96,11,59.96,60,59.96|59.98,힐스테이트서울숲리버
11200,11200-3158,59.98,면적 매칭,A10026470,59.98,122,59.96,60,59.96|59.98,힐스테이트서울숲리버
11200,11200-3158,64.95,면적 매칭,A10026470,64.95,21,64.95,65,64.95,힐스테이트서울숲리버
11200,11200-3158,84.69,면적 매칭,A10026470,84.69,21,84.69,85,84.69|84.83|84.88|84.92,힐스테이트서울숲리버
11200,11200-3158,84.83,면적 매칭,A10026470,84.83,34,84.69,85,84.69|84.83|84.88|84.92,힐스테이트서울숲리버
11200,11200-3158,84.88,면적 매칭,A10026470,84.88,124,84.69,85,84.69|84.83|84.88|84.92,힐스테이트서울숲리버
11200,11200-3158,84.92,면적 매칭,A10026470,84.92,55,84.69,85,84.69|84.83|84.88|84.92,힐스테이트서울숲리버
11200,11200-3158,114.86,면적 매칭,A10026470,114.86,66,114.86,115,114.86|114.89,힐스테이트서울숲리버
11200,11200-3158,114.89,면적 매칭,A10026470,114.89,20,114.86,115,114.86|114.89,힐스테이트서울숲리버
11200,11200-3158,141.86,면적 매칭,A10026470,141.86,28,141.86,142,141.86,힐스테이트서울숲리버
11200,11200-3161,59.949,면적 매칭,A10026418,59.949,234,59.949,60,59.949|59.959|59.983|60.648,이편한세상금호파크힐스
11200,11200-3161,59.959,면적 매칭,A10026418,59.959,15,59.949,60,59.949|59.959|59.983|60.648,이편한세상금호파크힐스
11200,11200-3161,59.983,면적 매칭,A10026418,59.983,268,59.949,60,59.949|59.959|59.983|60.648,이편한세상금호파크힐스
11200,11200-3161,84.932,면적 매칭,A10026418,84.932,378,84.932,85,84.932|84.957|84.982,이편한세상금호파크힐스
11200,11200-3161,84.957,면적 매칭,A10026418,84.957,114,84.932,85,84.932|84.957|84.982,이편한세상금호파크힐스
11200,11200-3161,84.982,면적 매칭,A10026418,84.982,124,84.932,85,84.932|84.957|84.982,이편한세상금호파크힐스
11200,11200-3161,116.134,면적 매칭,A10026418,116.134,40,116.134,116,116.134,이편한세상금호파크힐스
11200,11200-3161,124.625,면적 매칭,A10026418,124.625,20,124.625,125,124.625,이편한세상금호파크힐스
11200,11200-3162,17.99,K-apt 면적정보 없음,,,,17.99,18,17.99|18.36,한양마이라움
11200,11200-3162,18.36,K-apt 면적정보 없음,,,,17.99,18,17.99|18.36,한양마이라움
11200,11200-3173,59.97,면적 매칭,A10026207,59.97,150,59.97,60,59.97,서울숲리버뷰자이
11200,11200-3173,84.9,면적 매칭,A10026207,84.9,222,84.9,85,84.9|84.95|84.96|84.98,서울숲리버뷰자이
11200,11200-3173,84.95,면적 매칭,A10026207,84.95,66,84.9,85,84.9|84.95|84.96|84.98,서울숲리버뷰자이
11200,11200-3173,84.96,면적 매칭,A10026207,84.96,222,84.9,85,84.9|84.95|84.96|84.98,서울숲리버뷰자이
11200,11200-3173,84.98,면적 매칭,A10026207,84.98,68,84.9,85,84.9|84.95|84.96|84.98,서울숲리버뷰자이
11200,11200-3173,108.82,면적 매칭,A10026207,108.82,60,108.82,109,108.82|108.93,서울숲리버뷰자이
11200,11200-3173,108.93,면적 매칭,A10026207,108.93,30,108.82,109,108.82|108.93,서울숲리버뷰자이
11200,11200-3173,128.52,면적 매칭,A10026207,128.52,30,128.52,129,128.52,서울숲리버뷰자이
11200,11200-3189,19.42,K-apt 면적정보 없음,,,,19.42,19,19.42,센트럴큐브
11200,11200-3189,23.95,K-apt 면적정보 없음,,,,23.95,24,23.95|24.76,센트럴큐브
11200,11200-3189,24.76,K-apt 면적정보 없음,,,,23.95,24,23.95|24.76,센트럴큐브
11200,11200-32,59.9,면적 매칭,A13380104,59.9,507,59.9,60,59.9,벽산
11200,11200-32,84.82,면적 매칭,A13380104,84.82,702,84.82,85,84.82,벽산
11200,11200-32,114.57,면적 매칭,A13380104,114.57,498,114.57,115,114.57,벽산
11200,11200-3210,13.72,K-apt 면적정보 없음,,,,13.72,14,13.72,왕십리지음재
11200,11200-3210,16.76,K-apt 면적정보 없음,,,,16.76,17,16.76,왕십리지음재
11200,11200-3215,96.055,면적 매칭,A10024503,96.055,2,95.462,96,95.462|95.621|95.637|95.81|95.965|96.055|96.124|96.214|97.137|97.446|97.485|97.605,아크로서울포레스트
11200,11200-3215,97.485,면적 매칭,A10024503,97.485,2,95.462,96,95.462|95.621|95.637|95.81|95.965|96.055|96.124|96.214|97.137|97.446|97.485|97.605,아크로서울포레스트
11200,11200-3215,159.603,면적 매칭,A10024503,159.603,116,159.603,160,159.603,아크로서울포레스트
11200,11200-3215,164.503,면적 매칭,A10024503,164.503,12,164.503,165,164.503|164.856|165.034|165.182|165.28|165.34,아크로서울포레스트
11200,11200-3215,165.34,면적 매칭,A10024503,165.34,8,164.503,165,164.503|164.856|165.034|165.182|165.28|165.34,아크로서울포레스트
11200,11200-3215,198.219,면적 매칭,A10024503,198.219,48,198.219,198,198.219,아크로서울포레스트
11200,11200-3215,200.673,면적 매칭,A10024503,200.673,4,200.673,201,200.673|200.707|200.749,아크로서울포레스트
11200,11200-3215,206.74,면적 매칭,A10024503,206.74,2,206.409,206,206.409|206.74,아크로서울포레스트
11200,11200-3215,273.928,면적 매칭,A10024503,273.928,2,273.928,274,273.928,아크로서울포레스트
11200,11200-3237,83.453,K-apt 면적정보 없음,,,,83.453,83,83.453|83.4672,히페리온리버팰리스
11200,11200-3237,83.4672,K-apt 면적정보 없음,,,,83.453,83,83.453|83.4672,히페리온리버팰리스
11200,11200-3237,84.4845,K-apt 면적정보 없음,,,,84.4845,84,84.4845,히페리온리버팰리스
11200,11200-3253,59.5075,K-apt 면적정보 없음,,,,59.5075,60,59.5075,서울숲르씨엘
11200,11200-3253,84.0492,K-apt 면적정보 없음,,,,84.0492,84,84.0492,서울숲르씨엘
11200,11200-33,76.14,K-apt 면적정보 없음,,,,76.14,76,76.14,푸른마을(8차)
11200,11200-33,89.8,K-apt 면적정보 없음,,,,89.8,90,89.8,푸른마을(8차)
11200,11200-34,59.97,면적 매칭,A13380703,59.97,335,59.97,60,59.97,두산
11200,11200-34,79.08,면적 매칭,A13380703,79.08,270,79.08,79,79.08,두산
11200,11200-34,84.99,면적 매칭,A13380703,84.99,265,84.99,85,84.99,두산
11200,11200-34,116.81,면적 매칭,A13380703,116.81,267,116.81,117,116.81,두산
11200,11200-34,124.19,면적 매칭,A13380703,124.19,78,124.19,124,124.19|124.98,두산
11200,11200-34,124.98,면적 매칭,A13380703,124.98,52,124.19,124,124.19|124.98,두산
11200,11200-35,59.97,K-apt 면적정보 없음,,,,59.97,60,59.97,대우
11200,11200-35,84.71,K-apt 면적정보 없음,,,,84.71,85,84.71|84.96,대우
11200,11200-35,84.96,K-apt 면적정보 없음,,,,84.71,85,84.71|84.96,대우
11200,11200-35,114.6,K-apt 면적정보 없음,,,,114.6,115,114.6|114.71,대우
11200,11200-35,114.71,K-apt 면적정보 없음,,,,114.6,115,114.6|114.71,대우
11200,11200-36,49.45,K-apt 면적정보 없음,,,,49.45,49,49.45|49.49,삼산금호
11200,11200-36,49.49,K-apt 면적정보 없음,,,,49.45,49,49.45|49.49,삼산금호
11200,11200-3615,59.9304,면적 매칭,A10020907,59.9304,62,59.9304,60,59.9304|59.949|59.9863|59.9925,서울숲아이파크리버포레1차
11200,11200-3615,59.949,면적 매칭,A10020907,59.949,155,59.9304,60,59.9304|59.949|59.9863|59.9925,서울숲아이파크리버포레1차
11200,11200-3615,59.9863,면적 매칭,A10020907,59.9863,62,59.9304,60,59.9304|59.949|59.9863|59.9925,서울숲아이파크리버포레1차
11200,11200-3615,59.9925,면적 매칭,A10020907,59.9925,268,59.9304,60,59.9304|59.949|59.9863|59.9925,서울숲아이파크리버포레1차
11200,11200-3615,84.9572,면적 매칭,A10020907,84.9572,152,84.9572,85,84.9572|84.959,서울숲아이파크리버포레1차
11200,11200-3615,84.959,면적 매칭,A10020907,84.959,126,84.9572,85,84.9572|84.959,서울숲아이파크리버포레1차
11200,11200-37,84.89,면적 매칭,A13309402,84.89,23,84.89,85,84.89|84.99,롯데
11200,11200-37,84.99,면적 매칭,A13309402,84.99,226,84.89,85,84.89|84.99,롯데
11200,11200-38,57.78,면적 매칭,A13310004,57.78,150,57.78,58,57.78,극동
11200,11200-38,68.58,면적 매칭,A13310004,68.58,210,68.58,69,68.58,극동
11200,11200-38,84.74,면적 매칭,A13310004,84.74,180,84.74,85,84.74,극동
11200,11200-38,142.26,면적 매칭,A13310004,142.26,180,142.26,142,142.26,극동
11200,11200-38,148.23,면적 매칭,A13310004,148.23,180,148.23,148,148.23,극동
11200,11200-39,59.9,면적 매칭,A13384403,59.9,76,59.9,60,59.9,극동그린
11200,11200-39,84.92,면적 매칭,A13384403,84.92,146,84.92,85,84.92,극동그린
11200,11200-39,114.32,면적 매칭,A13384403,114.32,190,114.32,114,114.32,극동그린
11200,11200-4,71.33,K-apt 면적정보 없음,,,,71.33,71,71.33,벽산
11200,11200-4,84.94,K-apt 면적정보 없음,,,,84.94,85,84.94,벽산
11200,11200-4,114.46,K-apt 면적정보 없음,,,,114.46,114,114.46,벽산
11200,11200-40,56.04,K-apt 면적정보 없음,,,,56.04,56,56.04,극동옥정
11200,11200-40,59.34,K-apt 면적정보 없음,,,,59.34,59,59.34,극동옥정
11200,11200-40,84.93,K-apt 면적정보 없음,,,,84.93,85,84.93,극동옥정
11200,11200-41,159.63,K-apt 면적정보 없음,,,,159.63,160,159.63,벽산빌라트
11200,11200-4186,18.3,K-apt 면적정보 없음,,,,18.3,18,18.3|18.38|18.56|18.76,한영스테이
11200,11200-4186,18.38,K-apt 면적정보 없음,,,,18.3,18,18.3|18.38|18.56|18.76,한영스테이
11200,11200-4186,18.56,K-apt 면적정보 없음,,,,18.3,18,18.3|18.38|18.56|18.76,한영스테이
11200,11200-4186,18.76,K-apt 면적정보 없음,,,,18.3,18,18.3|18.38|18.56|18.76,한영스테이
11200,11200-4186,22.07,K-apt 면적정보 없음,,,,22.07,22,22.07,한영스테이
11200,11200-4186,45.62,K-apt 면적정보 없음,,,,45.62,46,45.62,한영스테이
11200,11200-4187,18.1338,면적 매칭,A10020365,18.1338,8,18.1338,19,18.1338|18.7962|19.4958|19.6338|20.2962,라봄성동
11200,11200-4187,18.7962,면적 매칭,A10020365,18.7962,112,18.1338,19,18.1338|18.7962|19.4958|19.6338|20.2962,라봄성동
11200,11200-4191,59.8109,면적 매칭,A10020466,59.8109,108,59.8109,60,59.8109|59.8279|59.8788,청계SKVIEW
11200,11200-4191,59.8279,면적 매칭,A10020466,59.8279,128,59.8109,60,59.8109|59.8279|59.8788,청계SKVIEW
11200,11200-4191,59.8788,면적 매칭,A10020466,59.8788,64,59.8109,60,59.8109|59.8279|59.8788,청계SKVIEW
11200,11200-4191,84.8124,면적 매칭,A10020466,84.8124,32,84.8124,85,84.8124,청계SKVIEW
11200,11200-4192,84.7769,K-apt 면적정보 없음,,,,84.7769,85,84.7769|84.9064,라체르보푸르지오써밋
11200,11200-4192,84.9064,K-apt 면적정보 없음,,,,84.7769,85,84.7769|84.9064,라체르보푸르지오써밋
11200,11200-42,59.7,K-apt 면적정보 없음,,,,59.7,60,59.7,옥수삼성
11200,11200-42,84.822,K-apt 면적정보 없음,,,,84.822,85,84.822,옥수삼성
11200,11200-42,114.666,K-apt 면적정보 없음,,,,114.666,115,114.666,옥수삼성
11200,11200-4201,59.986,면적 매칭,A10020345,59.986,93,59.9566,60,59.9566|59.986|59.9913|59.9919,서울숲아이파크리버포레2차
11200,11200-43,49.45,K-apt 면적정보 없음,,,,49.45,49,49.45,옥수
11200,11200-44,84.86,K-apt 면적정보 없음,,,,84.86,85,84.86,옥수하이츠
11200,11200-44,114.72,K-apt 면적정보 없음,,,,114.72,115,114.72|114.78,옥수하이츠
11200,11200-44,114.78,K-apt 면적정보 없음,,,,114.72,115,114.72|114.78,옥수하이츠
11200,11200-45,87.67,면적 매칭,A13375901,87.67,66,87.67,88,87.67,한남하이츠
11200,11200-45,89.19,면적 매칭,A13375901,89.19,60,89.19,89,89.19|89.22|89.26,한남하이츠
11200,11200-45,89.26,면적 매칭,A13375901,89.26,5,89.19,89,89.19|89.22|89.26,한남하이츠
11200,11200-45,91.11,면적 매칭,A13375901,91.11,2,91.07,91,91.07|91.11,한남하이츠
11200,11200-45,101.09,면적 매칭,A13375901,101.09,54,101.09,101,101.09|101.12|101.19|102.08|102.12,한남하이츠
11200,11200-45,101.12,면적 매칭,A13375901,101.12,48,101.09,101,101.09|101.12|101.19|102.08|102.12,한남하이츠
11200,11200-45,149.39,면적 매칭,A13375901,149.39,139,149.37,149,149.37|149.38|149.39,한남하이츠
11200,11200-45,153.19,면적 매칭,A13375901,153.19,9,153.16,153,153.16|153.19,한남하이츠
11200,11200-45,177.12,면적 매칭,A13375901,177.12,85,177.12,177,177.12|177.16,한남하이츠
11200,11200-45,177.16,면적 매칭,A13375901,177.16,37,177.12,177,177.12|177.16,한남하이츠
11200,11200-45,181.36,면적 매칭,A13375901,181.36,10,181.36,181,181.36,한남하이츠
11200,11200-47,58.72,면적 매칭,A13376702,58.72,22,58.72,59,58.72,현대
11200,11200-47,63.13,면적 매칭,A13376702,63.13,12,63.13,63,63.13,현대
11200,11200-47,71.05,면적 매칭,A13376702,71.05,164,71.05,71,71.05,현대
11200,11200-47,75.37,면적 매칭,A13376702,75.37,30,75.37,75,75.37,현대
11200,11200-47,77.32,면적 매칭,A13376702,77.32,20,77.32,77,77.32,현대
11200,11200-47,84.9,면적 매칭,A13376702,84.9,108,84.9,85,84.9,현대
11200,11200-47,104.38,면적 매칭,A13376702,104.38,60,104.38,104,104.38|104.41,현대
11200,11200-47,104.41,면적 매칭,A13376702,104.41,60,104.38,104,104.38|104.41,현대
11200,11200-47,123.51,면적 매칭,A13376702,123.51,90,123.51,124,123.51,현대
11200,11200-48,84.37,K-apt 면적정보 없음,,,,84.37,84,84.37,옥수이테크빌
11200,11200-49,73.912,면적 매칭,A13392307,73.912,44,73.912,74,73.912,강변건영아파트
11200,11200-49,84.941,면적 매칭,A13392307,84.941,255,84.941,85,84.941|84.952,강변건영아파트
11200,11200-49,84.952,면적 매칭,A13392307,84.952,281,84.941,85,84.941|84.952,강변건영아파트
11200,11200-5,62.41,면적 매칭,A13385705,62.41,90,62.41,62,62.41,한신무학
11200,11200-5,70.12,면적 매칭,A13385705,70.12,12,70.12,70,70.12,한신무학
11200,11200-5,75.2,면적 매칭,A13385705,75.2,141,75.2,75,75.2,한신무학
11200,11200-5,94.46,면적 매칭,A13385705,94.46,115,94.46,94,94.46,한신무학
11200,11200-5,114.59,면적 매칭,A13385705,114.59,114,114.59,115,114.59,한신무학
11200,11200-50,59.885,K-apt 면적정보 없음,,,,59.885,60,59.885,서울숲대림
11200,11200-50,77.47,K-apt 면적정보 없음,,,,77.47,77,77.47,서울숲대림
11200,11200-50,80.98,K-apt 면적정보 없음,,,,80.98,81,80.98,서울숲대림
11200,11200-50,84.015,K-apt 면적정보 없음,,,,84.015,84,84.015,서울숲대림
11200,11200-51,59.83,면적 매칭,A13372101,59.83,96,59.83,60,59.83,대우2
11200,11200-51,84.97,면적 매칭,A13372101,84.97,187,84.97,85,84.97,대우2
11200,11200-52,52.5,K-apt 면적정보 없음,,,,52.5,53,52.5|52.68|52.7|53.14,동아
11200,11200-52,52.68,K-apt 면적정보 없음,,,,52.5,53,52.5|52.68|52.7|53.14,동아
11200,11200-52,52.7,K-apt 면적정보 없음,,,,52.5,53,52.5|52.68|52.7|53.14,동아
11200,11200-52,53.14,K-apt 면적정보 없음,,,,52.5,53,52.5|52.68|52.7|53.14,동아
11200,11200-52,95.83,K-apt 면적정보 없음,,,,95.83,96,95.83|95.85|96.18|97.02,동아
11200,11200-52,95.85,K-apt 면적정보 없음,,,,95.83,96,95.83|95.85|96.18|97.02,동아
11200,11200-52,96.18,K-apt 면적정보 없음,,,,95.83,96,95.83|95.85|96.18|97.02,동아
11200,11200-52,97.02,K-apt 면적정보 없음,,,,95.83,96,95.83|95.85|96.18|97.02,동아
11200,11200-53,58.32,면적 매칭,A13384304,58.32,136,58.32,58,58.32,동아그린
11200,11200-53,84.91,면적 매칭,A13384304,84.91,137,84.89,85,84.89|84.91,동아그린
11200,11200-53,112.09,면적 매칭,A13384304,112.09,48,112.09,112,112.09,동아그린
11200,11200-54,84.22,K-apt 면적정보 없음,,,,84.22,84,84.22,뚝섬현대
11200,11200-55,59.9,K-apt 면적정보 없음,,,,59.9,60,59.9,강변동양
11200,11200-55,84.14,K-apt 면적정보 없음,,,,84.14,84,84.14|84.56|84.95,강변동양
11200,11200-55,84.56,K-apt 면적정보 없음,,,,84.14,84,84.14|84.56|84.95,강변동양
11200,11200-55,84.95,K-apt 면적정보 없음,,,,84.14,84,84.14|84.56|84.95,강변동양
11200,11200-56,59.76,면적 매칭,A13372102,59.76,452,59.76,60,59.76,쌍용
11200,11200-56,84.78,면적 매칭,A13372102,84.78,325,84.78,85,84.78,쌍용
11200,11200-57,60,K-apt 면적정보 없음,,,,60,60,60,우방
11200,11200-57,84.96,K-apt 면적정보 없음,,,,84.96,85,84.96,우방
11200,11200-58,53.87,K-apt 면적정보 없음,,,,53.87,54,53.87,신장미
11200,11200-58,68.66,K-apt 면적정보 없음,,,,68.66,69,68.66,신장미
11200,11200-59,59.89,면적 매칭,A13384301,59.89,74,59.89,60,59.89,서울숲한양현대
11200,11200-59,84.81,면적 매칭,A13384301,84.81,94,84.81,85,84.81,서울숲한양현대
11200,11200-6,84.96,면적 매칭,A13302201,84.96,111,84.96,85,84.96,한진해모로
11200,11200-6,112.26,면적 매칭,A13302201,112.26,69,112.26,112,112.26,한진해모로
11200,11200-60,59.4,K-apt 면적정보 없음,,,,59.4,59,59.4,한진타운
11200,11200-60,84.21,K-apt 면적정보 없음,,,,84.21,84,84.21,한진타운
11200,11200-61,59.13,면적 매칭,A13382502,59.13,54,59.13,59,59.13,서울숲성수현대
11200,11200-61,69.21,면적 매칭,A13382502,69.21,52,69.21,69,69.21,서울숲성수현대
11200,11200-61,80.8,면적 매칭,A13382502,80.8,15,80.8,81,80.8,서울숲성수현대
11200,11200-61,84.73,면적 매칭,A13382502,84.73,96,84.73,85,84.73,서울숲성수현대
11200,11200-62,56.97,면적 매칭,A13381902,56.97,51,56.97,57,56.97,현대그린
11200,11200-62,81.48,면적 매칭,A13381902,81.48,168,81.48,81,81.48,현대그린
11200,11200-64,59.67,K-apt 면적정보 없음,,,,59.67,60,59.67,강변금호타운
11200,11200-64,84.96,K-apt 면적정보 없음,,,,84.96,85,84.96,강변금호타운
11200,11200-65,59.67,K-apt 면적정보 없음,,,,59.67,60,59.67,강변임광
11200,11200-65,84.69,K-apt 면적정보 없음,,,,84.69,85,84.69|84.77,강변임광
11200,11200-65,84.77,K-apt 면적정보 없음,,,,84.69,85,84.69|84.77,강변임광
11200,11200-66,84.6,K-apt 면적정보 없음,,,,84.6,85,84.6,강변청구3
11200,11200-67,78.96,K-apt 면적정보 없음,,,,78.96,79,78.96,강변현대
11200,11200-67,81.8,K-apt 면적정보 없음,,,,81.8,82,81.8,강변현대
11200,11200-67,84.94,K-apt 면적정보 없음,,,,84.94,85,84.94,강변현대
11200,11200-68,59.94,면적 매칭,A10022325,59.94,94,59.94,60,59.94,금호타운2차아파트
11200,11200-68,84.94,면적 매칭,A10022325,84.94,47,84.94,85,84.94,금호타운2차아파트
11200,11200-69,59.49,면적 매칭,A10021638,59.49,45,59.49,59,59.49,성수1차대우아파트
11200,11200-69,84.6,면적 매칭,A10021638,84.6,48,84.51,85,84.51|84.6,성수1차대우아파트
11200,11200-7,54,K-apt 면적정보 없음,,,,54,54,54,상왕아파트
11200,11200-70,59.4,K-apt 면적정보 없음,,,,59.4,59,59.4,신성미소지움
11200,11200-70,84.01,K-apt 면적정보 없음,,,,84.01,84,84.01,신성미소지움
11200,11200-71,59.82,면적 매칭,A13383301,59.82,103,59.82,60,59.82,성수우방2차아파트
11200,11200-71,84.645,면적 매칭,A13383301,84.645,98,84.645,85,84.645|84.75,성수우방2차아파트
11200,11200-71,84.75,면적 매칭,A13383301,84.75,16,84.645,85,84.645|84.75,성수우방2차아파트
11200,11200-72,59.94,면적 매칭,A13383003,59.94,36,59.94,60,59.94,청구강변1
11200,11200-72,84.87,면적 매칭,A13383003,84.87,192,84.87,85,84.87|84.96,청구강변1
11200,11200-73,59.95,면적 매칭,A13382802,59.95,76,59.95,60,59.95,한신한강
11200,11200-73,84.97,면적 매칭,A13382802,84.97,126,84.97,85,84.97,한신한강
11200,11200-74,59.21,면적 매칭,A13383702,59.21,123,59.21,59,59.21|59.83,건영
11200,11200-74,59.83,면적 매칭,A13383702,59.83,76,59.21,59,59.21|59.83,건영
11200,11200-74,84.945,면적 매칭,A13383702,84.945,216,84.945,85,84.945,건영
11200,11200-74,110.08,면적 매칭,A13383702,110.08,32,110.08,110,110.08,건영
11200,11200-75,84.971,K-apt 면적정보 없음,,,,84.971,85,84.971,금호베스트빌
11200,11200-75,118.266,K-apt 면적정보 없음,,,,118.266,118,118.266,금호베스트빌
11200,11200-76,59.74,K-apt 면적정보 없음,,,,59.74,60,59.74,중앙하이츠
11200,11200-76,84.545,K-apt 면적정보 없음,,,,84.545,85,84.545,중앙하이츠
11200,11200-77,63.18,면적 매칭,A13308005,63.18,75,63.18,63,63.18,대림(1차)
11200,11200-77,75.51,면적 매칭,A13308005,75.51,360,75.51,76,75.51,대림(1차)
11200,11200-77,113.71,면적 매칭,A13308005,113.71,270,113.71,114,113.71,대림(1차)
11200,11200-77,126.66,면적 매칭,A13308005,126.66,150,126.66,127,126.66,대림(1차)
11200,11200-79,84.7215,면적 매칭,A13384303,84.7215,45,84.7215,85,84.7215|84.9673,중앙하이츠빌
11200,11200-79,84.9673,면적 매칭,A13384303,84.9673,211,84.7215,85,84.7215|84.9673,중앙하이츠빌
11200,11200-8,68.03,K-apt 면적정보 없음,,,,68.03,68,68.03,홍익한신
11200,11200-8,71.21,K-apt 면적정보 없음,,,,71.21,71,71.21,홍익한신
11200,11200-8,72.99,K-apt 면적정보 없음,,,,72.99,73,72.99,홍익한신
11200,11200-8,75.24,K-apt 면적정보 없음,,,,75.24,75,75.24|76,홍익한신
11200,11200-8,76,K-apt 면적정보 없음,,,,75.24,75,75.24|76,홍익한신
11200,11200-8,78.74,K-apt 면적정보 없음,,,,78.74,79,78.74,홍익한신
11200,11200-80,84.98,면적 매칭,A13312303,84.98,236,84.98,85,84.98,현대I-PARK
11200,11200-80,104.56,면적 매칭,A13312303,104.56,258,104.56,105,104.56,현대I-PARK
11200,11200-80,116.22,면적 매칭,A13312303,116.22,162,116.22,116,116.22,현대I-PARK
11200,11200-81,58.491,면적 매칭,A13312302,58.491,32,58.491,58,58.491,롯데캐슬파크
11200,11200-81,81.567,면적 매칭,A13312302,81.567,174,81.567,82,81.567,롯데캐슬파크
11200,11200-81,84.686,면적 매칭,A13312302,84.686,17,84.686,85,84.686,롯데캐슬파크
11200,11200-81,101.995,면적 매칭,A13312302,101.995,285,101.995,102,101.995,롯데캐슬파크
11200,11200-81,117.174,면적 매칭,A13312302,117.174,96,117.174,117,117.174,롯데캐슬파크
11200,11200-82,59.98,면적 매칭,A13385301,59.98,162,59.98,60,59.98,서울숲리버그린동아아파트
11200,11200-82,84.65,면적 매칭,A13385301,84.65,46,84.65,85,84.65|84.83,서울숲리버그린동아아파트
11200,11200-82,84.83,면적 매칭,A13385301,84.83,96,84.65,85,84.65|84.83,서울숲리버그린동아아파트
11200,11200-82,114.86,면적 매칭,A13385301,114.86,71,114.86,115,114.86,서울숲리버그린동아아파트
11200,11200-83,84.87,K-apt 면적정보 없음,,,,84.87,85,84.87,신금호
11200,11200-85,59.92,면적 매칭,A13311101,59.92,32,59.92,60,59.92,금호
11200,11200-85,84.98,면적 매칭,A13311101,84.98,127,84.98,85,84.98,금호
11200,11200-86,59.27,면적 매칭,A13307201,59.27,100,59.27,59,59.27,행당브라운스톤
11200,11200-86,84.94,면적 매칭,A13307201,84.94,78,84.94,85,84.94,행당브라운스톤
11200,11200-86,114.76,면적 매칭,A13307201,114.76,30,114.76,115,114.76,행당브라운스톤
11200,11200-87,67.34,K-apt 면적정보 없음,,,,67.34,67,67.34,서울숲금강아미움
11200,11200-87,80.89,K-apt 면적정보 없음,,,,80.89,81,80.89|81.02,서울숲금강아미움
11200,11200-87,81.02,K-apt 면적정보 없음,,,,80.89,81,80.89|81.02,서울숲금강아미움
11200,11200-88,79.62,K-apt 면적정보 없음,,,,79.62,80,79.62,뉴타운
11200,11200-89,84.64,K-apt 면적정보 없음,,,,84.64,85,84.64|84.67,마장동해맑은아파트
11200,11200-89,84.67,K-apt 면적정보 없음,,,,84.64,85,84.64|84.67,마장동해맑은아파트
11200,11200-9,60,면적 매칭,A13381601,60,81,60,60,60,마장동중앙하이츠
11200,11200-9,84.8,면적 매칭,A13381601,84.8,89,84.8,85,84.8,마장동중앙하이츠
11200,11200-90,59.97,면적 매칭,A13381604,59.97,37,59.97,60,59.97,왕십리금호어울림
11200,11200-90,84.97,면적 매칭,A13381604,84.97,221,84.97,85,84.97,왕십리금호어울림
11200,11200-90,114.97,면적 매칭,A13381604,114.97,83,114.97,115,114.97,왕십리금호어울림
11200,11200-91,59.96,면적 매칭,A13305003,59.96,74,59.96,60,59.96,신성미소지움
11200,11200-91,84.93,면적 매칭,A13305003,84.93,37,84.93,85,84.93|84.99,신성미소지움
11200,11200-91,84.99,면적 매칭,A13305003,84.99,175,84.93,85,84.93|84.99,신성미소지움
11200,11200-92,59.7,면적 매칭,A13305002,59.7,100,59.7,60,59.7,대성유니드
11200,11200-92,84.71,면적 매칭,A13305002,84.71,104,84.71,85,84.71,대성유니드
11200,11200-92,114.52,면적 매칭,A13305002,114.52,44,114.52,115,114.52,대성유니드
11200,11200-93,81.05,K-apt 면적정보 없음,,,,81.05,81,81.05,태성
11200,11200-95,84.762,면적 매칭,A13375903,84.762,14,84.762,85,84.762|84.767,풍림아이원
